@relation friedman

@attribute attrib0 numeric
@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute target numeric

@data
3.229931,1323.18124,0.454409,7.263366,-0.901899
78.926865,1552.608355,0.514052,9.001431,-3.12669
58.952856,502.851112,0.28283,2.274147,-2.251456
60.463181,1246.711346,0.673315,3.303311,-1.842802
21.330526,384.822467,0.973188,5.64054,-0.54621
63.1291,1450.327319,0.762651,4.21266,-6.056273
30.589474,1181.18405,0.968316,10.684057,8.280251
12.377936,1744.716981,0.003994,3.919422,-7.447705
87.175874,439.947472,0.716652,3.32062,12.832608
76.82759,1202.422087,0.07104,3.084183,-9.507121
82.075804,1093.204854,0.367441,5.240184,-2.630805
75.105743,897.415131,0.647421,8.508041,-13.25187
42.978209,1655.165007,0.18263,7.457143,5.957893
1.300643,891.028828,0.25863,9.737475,-10.099466
2.27925,850.098745,0.641272,3.141807,4.740759
94.136418,948.916052,0.997732,4.3948,3.277817
48.452964,425.291828,0.02477,2.584622,18.733894
32.093023,837.433433,0.745773,2.830562,0.180603
21.656311,367.30261,0.950798,4.452562,5.032885
79.073581,555.694002,0.845042,5.233455,4.438316
53.475667,1081.225095,0.756759,7.850941,4.375862
50.739665,1518.307377,0.597673,8.265053,-8.925462
90.155826,1109.307455,0.451608,5.327375,15.991357
8.107082,1323.472795,0.974076,4.558199,18.508797
34.750973,283.08217,0.048208,4.4721,-4.729506
99.740069,242.448097,0.812833,2.39084,10.971449
80.052538,1356.488024,0.291554,3.197667,3.498588
68.884938,391.577382,0.257555,8.82607,-5.794685
58.787167,681.914444,0.993488,6.975755,-5.531884
38.339983,1371.342027,0.988101,3.086012,0.484367
33.850443,412.401765,0.333207,5.060716,19.691362
25.377742,1479.067907,0.718918,8.332623,8.754538
11.831256,1712.035351,0.959788,2.526395,18.572456
53.846605,677.621245,0.32347,7.734642,7.000649
9.357803,478.740546,0.708188,9.477682,8.033198
68.555459,1097.082974,0.73909,1.469923,-4.72117
94.23788,501.91882,0.031345,3.839118,1.188619
17.381956,1235.201212,0.572896,1.797248,-9.612037
41.465465,835.196153,0.612123,7.826333,4.155701
50.225769,1157.812182,0.951911,7.877676,5.725074
8.607781,218.652067,0.095573,3.440193,-12.307091
82.748864,502.572687,0.463358,6.513012,-1.896888
49.602768,621.472099,0.928983,3.20017,8.397584
33.740259,1301.621748,0.923028,5.787782,9.90632
18.604697,1085.541801,0.163155,3.501861,11.295615
57.797807,554.343877,0.03352,8.321464,-9.127902
9.582286,175.831025,0.447088,7.824867,-12.677563
32.250867,1242.459707,0.466076,4.806906,2.762931
86.230718,344.206931,0.251021,2.003414,12.629572
82.05988,1305.541505,0.921473,6.401132,3.88591
66.565567,1400.554707,0.571907,4.335356,-12.754841
91.768608,1561.058679,0.211414,2.752205,8.675297
5.18189,261.006274,0.427415,6.876494,14.660061
68.788538,1386.371944,0.364147,2.571611,-7.82633
54.931436,137.305612,0.999434,10.559193,0.582011
33.118772,325.537952,0.697507,10.582291,4.685926
11.503695,1183.045644,0.672473,6.424781,12.670109
38.892765,417.132386,0.615619,8.142601,-6.269469
28.081852,1087.622565,0.369329,10.98331,-8.799023
2.955055,1370.267323,0.771989,6.435313,10.226209
86.484315,375.573044,0.037785,1.493642,2.782201
36.260578,942.722169,0.057312,5.899614,0.484786
36.166945,1235.016046,0.520675,1.287465,-7.911778
48.698629,1465.784081,0.957933,9.833346,5.958335
38.81815,901.483427,0.494276,10.747503,34.045744
29.458613,1105.771604,0.678961,8.220708,9.432881
68.818702,291.526831,0.130671,6.529717,-12.260755
69.034943,1505.527287,0.696195,3.408884,6.709205
77.737125,1728.590992,0.740873,7.662241,2.936307
18.6643,423.01217,0.700202,8.987805,-8.148134
77.18217,1518.320492,0.563889,8.380686,3.222642
96.363465,155.565063,0.590829,10.51019,-8.171453
70.651161,197.913168,0.547906,10.536284,-19.145461
48.814035,617.706758,0.237797,9.189683,8.087865
47.892911,1154.679557,0.738219,8.654701,11.263519
68.301011,1403.046323,0.724344,5.795263,-5.598061
58.991587,420.263874,0.828365,7.910582,16.406969
70.597955,1489.61356,0.494697,5.284054,19.890161
91.970811,415.804536,0.552221,4.690991,-4.933748
17.6076,1629.274645,0.558105,7.718536,-5.26068
19.521445,831.185803,0.572394,10.256596,10.837779
55.328463,1127.300557,0.3002,7.807982,7.506359
83.142618,407.345771,0.466856,8.548039,0.581045
73.618238,1435.141621,0.750042,5.755069,6.962341
42.214919,1290.255155,0.52344,8.287256,0.038494
79.293245,855.839808,0.285592,3.958635,16.259359
32.83369,1162.757351,0.190078,6.676615,7.940964
40.115059,1303.780684,0.750772,8.379667,2.145216
85.935604,947.97112,0.799918,4.93525,-5.683817
86.801401,768.32488,0.62812,8.647153,0.870441
30.832928,1682.489271,0.844825,1.318373,21.51164
56.956115,1341.035617,0.190492,9.456658,-0.149996
13.669934,1460.739974,0.837984,1.425952,-9.97059
1.211606,526.59486,0.426207,3.105123,-22.584102
20.367499,1229.108195,0.462827,10.653202,0.299373
7.409207,1619.739498,0.47847,7.98878,-2.160835
94.779859,1482.973785,0.878432,7.881328,5.315232
44.947039,543.684303,0.188628,7.025028,-11.342152
31.430708,1032.625997,0.039505,1.147342,1.12939
50.701131,572.640044,0.953927,4.933446,16.291059
40.116653,231.425053,0.557218,7.313947,-16.69263
83.244869,1495.634126,0.613529,2.072635,16.736516
15.935556,705.201305,0.060417,10.479184,7.330232
52.713812,919.116965,0.520037,8.833311,0.933998
63.487039,1373.168751,0.837346,1.305121,-13.922029
33.384017,1403.885199,0.394179,7.157832,16.549008
28.593303,993.751491,0.150934,10.747328,13.818533
39.441844,838.480828,0.073373,1.103474,8.772817
56.681635,425.081206,0.035988,5.675608,-20.388001
20.447956,1321.05443,0.156867,8.923844,1.562213
19.221125,1223.969028,0.719696,7.356405,0.910131
49.472807,1652.341356,0.140969,10.799322,-17.133546
83.953452,761.349291,0.730426,10.917908,6.261048
56.390261,1139.329618,0.963605,5.321705,-2.946871
88.116663,629.059448,0.541689,4.858199,-2.473075
90.285017,1176.42773,0.909761,1.525251,-5.526533
70.352052,766.099488,0.594159,6.160385,4.208465
55.76023,1220.648389,0.180756,3.235934,1.546798
9.211356,908.066712,0.804436,10.595692,-4.095726
23.557868,415.258777,0.335554,6.023815,8.684969
5.366294,990.34559,0.755359,8.907896,-1.599145
51.365668,1336.576594,0.281168,9.141371,-6.249015
18.07727,1174.966276,0.086828,8.062944,5.479914
15.278149,1575.700613,0.362825,8.690456,12.954129
85.124921,1758.761514,0.668175,4.099225,22.345289
40.41375,1638.735356,0.237396,2.683929,-0.935495
3.803372,399.825767,0.355853,5.793952,6.647791
97.777914,1668.768492,0.062193,7.402305,-8.142087
66.715074,789.497291,0.628964,4.489872,5.559563
45.644395,1450.285583,0.3021,1.231311,10.660712
21.798697,1185.947669,0.642517,4.188006,-6.651125
90.504783,976.58972,0.62542,9.407171,-10.683367
4.824983,828.14116,0.212556,1.793094,-2.010078
29.444475,1577.05569,0.909267,8.284483,7.570027
29.149283,333.83951,0.707351,3.49343,15.935637
68.15469,453.802336,0.402928,4.421143,-4.258796
77.557456,662.83131,0.820414,2.698094,12.092337
53.439158,996.074467,0.366358,9.954404,5.032696
37.736936,221.311881,0.506963,6.18848,-5.557523
19.771583,704.181072,0.016983,9.044569,10.988606
15.483471,834.626296,0.218234,10.247801,9.571458
54.6012,1633.33988,0.572071,3.269716,31.385503
52.382734,398.93896,0.924607,7.545875,5.471864
91.343671,1161.741761,0.957977,7.13232,-13.289808
40.558806,573.222257,0.20702,4.113337,15.857948
60.799912,1003.892013,0.050779,2.490536,21.093543
32.605074,577.025762,0.475288,1.687072,-5.781233
70.858123,1277.188495,0.612364,5.228632,-1.05402
84.937298,738.536258,0.074795,10.163356,13.212428
65.576198,1537.326783,0.89587,5.304542,15.648539
49.414862,1533.429085,0.504285,7.314291,-10.202122
83.036496,423.803107,0.593974,1.807017,2.608601
91.910703,441.495358,0.011399,10.556442,2.318042
92.438171,1603.970244,0.201578,6.376205,3.353741
69.895244,666.73677,0.920976,9.940828,1.556717
64.697925,289.552397,0.395128,7.318791,5.856721
89.62441,705.524501,0.051552,3.507613,-15.238688
31.866762,648.924598,0.173263,5.243689,-5.045122
32.413707,1538.047232,0.106645,9.948653,2.802039
26.392456,540.126622,0.855525,4.714702,-1.398545
35.705917,1431.600045,0.580143,6.498323,-9.630906
56.54019,470.704191,0.911554,8.151059,7.085365
64.718949,1340.863878,0.449823,4.145208,-0.612638
75.053627,552.740411,0.998778,7.602524,-9.762454
93.622398,1685.636658,0.558781,9.486373,3.809116
98.233813,1560.988063,0.10873,8.370597,3.943449
20.753537,967.067581,0.235097,4.938489,-5.587298
8.830469,1571.450817,0.122605,7.843651,2.005571
7.120037,246.390429,0.373776,4.415306,-5.759528
14.459983,1269.884532,0.215609,2.113649,-5.003854
22.123262,1431.674412,0.144772,2.111195,21.790167
54.007474,1039.530892,0.347009,8.828816,11.58812
5.003253,1740.250151,0.597245,8.053362,2.710421
22.994887,548.417673,0.512913,7.188644,-8.586397
9.532631,1058.982344,0.188199,9.542382,-3.148425
51.090949,316.401493,0.714734,4.017743,6.437211
81.167686,490.052591,0.02692,7.896673,-0.581933
69.599982,643.83936,0.650374,1.521065,19.539425
62.304766,1312.531374,0.973361,9.313854,10.576696
9.486403,148.809651,0.186913,2.740185,-8.495356
82.507597,615.535005,0.079773,9.364528,5.535295
41.715282,711.997419,0.761478,6.901489,-8.264241
7.883677,1732.360434,0.105536,8.791933,-5.454721
88.651429,1567.372741,0.375078,6.234149,-13.65406
0.079755,173.710714,0.619065,2.127107,-5.898433
53.764239,788.200784,0.555418,6.464079,9.071879
84.208954,174.339104,0.966158,5.930538,-8.884114
57.527891,1157.948584,0.629395,10.413722,-1.150956
70.754825,1534.150354,0.625212,1.443647,-22.24384
45.666311,1051.193698,0.361538,4.357249,8.704572
25.504539,1131.388996,0.888257,1.494689,-5.463484
82.907856,481.525376,0.002938,10.240405,-5.401513
72.035264,323.949539,0.161317,6.868701,-19.864782
38.114743,290.403386,0.195531,4.665079,-2.797413
98.628171,929.109658,0.117933,8.301868,-1.369712
53.517633,978.319203,0.40097,5.221089,-7.644656
32.796978,1570.815856,0.017343,9.636403,1.875657
32.06421,523.316114,0.385747,8.323463,-7.114029
2.476579,901.492371,0.966774,5.888365,9.087782
85.12218,1500.71419,0.674772,8.566878,-2.355287
12.182248,1269.633403,0.344637,8.212174,-10.102119
6.607756,1240.819494,0.055864,10.352214,-7.663399
39.944456,697.093017,0.374583,8.881281,12.392811
8.705125,723.850444,0.796262,6.49615,10.160102
64.963577,1622.313792,0.398846,10.702055,15.21187
12.921827,1090.761699,0.480316,10.926808,5.656416
96.144262,1027.075824,0.550201,10.079811,-2.874869
75.270327,1285.721422,0.279212,4.668744,0.946059
57.729599,1308.563499,0.320061,2.13108,10.788359
35.26207,1509.474385,0.278764,5.97666,4.028058
46.778956,1343.650627,0.501166,7.359083,8.427965
17.464329,1543.762613,0.648226,4.542957,1.398144
89.899363,1753.287825,0.18749,1.940022,13.67638
6.812362,1746.404478,0.236279,9.837758,10.929812
15.92178,840.400188,0.47508,1.444885,-4.446842
31.225621,601.407963,0.014057,6.518187,-7.577027
58.850416,1441.362308,0.820958,6.411795,-6.267424
51.848415,895.329024,0.998791,2.414996,24.514875
38.047891,1305.305225,0.175929,3.566459,18.059078
33.386408,1295.800954,0.774796,3.630496,13.481305
87.020951,753.645436,0.237728,7.105864,-19.524856
34.928341,562.256294,0.860705,1.769832,5.777875
29.143023,1165.000975,0.702572,9.639758,3.122257
1.156856,642.597342,0.547741,9.753386,-14.229038
61.955078,832.807587,0.691394,8.075758,-3.647454
52.48639,1705.903247,0.567891,3.206215,21.681464
45.91146,359.856307,0.312305,4.258223,5.050879
76.100463,634.326496,0.192181,7.479713,7.616366
83.957489,1652.972604,0.767133,2.63918,1.471263
3.057835,264.039354,0.630308,5.194905,4.780989
2.754805,633.876772,0.033779,9.719946,-3.8797
42.674788,226.238054,0.186445,1.535506,-6.894439
33.742949,1145.334825,0.737601,5.440607,2.344676
4.76147,409.122765,0.884238,10.70877,0.398242
56.704731,1160.083584,0.743117,1.870076,-10.597992
71.320203,1646.373856,0.862566,5.207951,7.17653
25.37695,1297.545379,0.442392,2.763384,-3.521458
85.417252,596.147526,0.894492,9.473803,-8.395016
26.042984,544.763095,0.034804,5.676422,-8.044495
88.45261,569.124688,0.730251,6.010867,5.19906
77.916915,1510.872187,0.948818,3.766182,1.592845
11.05408,1534.758524,0.478449,10.491196,2.572278
71.49563,1559.153347,0.290228,2.894604,-4.599619
37.92633,449.270571,0.460389,7.063403,-10.514133
76.338377,360.356582,0.173178,3.061657,-1.544592
47.421745,1108.422651,0.600416,9.553558,1.186909
90.928146,1069.188884,0.811137,6.491175,-2.24254
48.018669,130.908468,0.819334,2.320721,2.150131
22.847463,1356.835596,0.492686,5.356147,1.214599
98.839055,551.093206,0.003925,3.99804,-0.711498
76.014738,613.16433,0.885056,8.835364,6.35474
6.501119,977.471462,0.71012,9.709335,-10.138532
49.827287,159.659398,0.295301,10.749279,1.875361
67.348901,310.522803,0.558437,6.406479,-5.615166
52.692383,149.97822,0.657028,3.507443,-2.209855
39.173892,1035.761591,0.042934,2.683219,0.883604
41.176912,733.352355,0.707651,5.821176,7.186978
25.756765,1559.141221,0.030616,1.160847,-12.492876
82.803074,513.461994,0.577325,5.391256,18.888081
42.867359,1444.556458,0.12591,9.300207,4.060641
36.125158,244.061069,0.892286,10.323905,0.904853
26.44269,518.640955,0.187602,7.316064,10.745687
73.166826,473.087567,0.042339,8.31169,5.148057
21.798466,637.330877,0.432904,8.838029,3.615643
76.883276,1104.704906,0.112152,9.42142,0.556846
83.481503,1355.320238,0.36168,9.903553,2.327933
30.239924,811.440258,0.155896,5.751829,2.973
27.521356,1435.831366,0.638653,10.556462,6.227772
17.677171,252.661913,0.101567,10.828267,-8.742923
92.582546,1403.594443,0.76745,5.502269,8.136547
33.019911,1603.924256,0.829241,6.876368,7.231709
33.442633,229.117841,0.386155,8.413642,-0.250033
71.743625,279.783968,0.564425,6.211099,-13.898814
29.044473,509.347916,0.515257,2.946665,-3.47421
99.09638,1569.551298,0.334516,9.513,3.2122
26.462041,897.891439,0.890536,1.499213,-3.511307
9.578753,725.609803,0.424487,2.743832,0.501206
82.609417,1058.280446,0.365258,9.32196,11.189065
96.890481,1396.5448,0.774486,8.136563,0.541365
90.091503,602.675275,0.751375,6.638407,-3.451539
31.022044,467.808163,0.173462,1.068128,5.280987
73.556887,170.429888,0.428306,9.997593,-9.982229
61.628742,1482.852003,0.980636,8.369703,4.410993
68.203566,595.300908,0.115258,4.514255,6.975623
11.153556,310.387833,0.630014,9.841341,-4.159588
31.550275,1698.059014,0.696941,9.369815,-0.875113
86.67238,143.325201,0.414201,2.542625,17.532117
31.215266,818.626665,0.363769,6.358947,14.966506
75.986135,791.21672,0.728973,7.426211,8.474177
0.206901,729.573549,0.793646,8.45111,0.23307
27.159853,1248.385743,0.880056,8.133581,-5.76033
5.351151,1623.961322,0.568915,4.240298,-8.56611
76.751433,1420.249102,0.850207,3.209193,2.935612
41.292374,1284.034125,0.6965,8.485135,-12.280037
80.465218,303.600972,0.888088,7.865354,-8.292985
5.069938,798.915078,0.841774,8.184881,1.609212
5.262391,903.522219,0.858008,8.722271,-3.851649
1.982959,1189.958067,0.085506,10.235649,-14.919729
11.292087,1671.474667,0.284492,4.290176,-5.84095
0.577387,686.55041,0.668253,8.76073,-6.032224
18.571849,893.765537,0.300165,4.942075,11.430795
17.408799,1463.596975,0.772785,10.282798,3.391787
77.292888,829.249604,0.821532,10.105494,9.406693
37.756219,201.040939,0.914198,8.896211,-5.08874
14.275411,662.325939,0.163304,1.347024,-8.78818
24.950955,1197.019824,0.403885,7.234449,0.943503
13.984925,1675.099934,0.613035,6.014597,2.794626
73.76496,1648.787363,0.827774,3.08927,2.724041
70.52516,961.75765,0.661835,2.524244,-0.534193
46.24127,1305.507743,0.144277,9.676705,12.591477
49.647417,1621.542462,0.391231,10.752942,-20.711445
87.145599,293.997536,0.866555,7.690171,5.422751
40.545171,869.169867,0.471044,3.985672,-2.013174
17.524217,364.746648,0.462553,4.055626,-0.067108
34.554874,394.701381,0.263279,8.258181,24.118796
40.680099,772.108861,0.549101,6.778461,-7.760529
37.066138,688.161375,0.043669,6.380494,-5.353651
22.900961,966.996672,0.477746,4.359828,-15.844747
58.589224,145.475574,0.361554,7.084223,-1.716439
50.124102,134.911855,0.492989,3.246337,7.487175
63.759005,1578.454826,0.597798,4.863589,13.631839
46.960204,600.709228,0.822822,7.811215,17.74856
50.091024,215.876234,0.525357,2.908347,-10.982393
25.51298,825.887859,0.648493,6.637872,-3.008046
19.132469,551.378911,0.091521,5.048224,15.219399
55.833498,153.060849,0.812723,8.011812,14.102577
76.445182,572.665909,0.841434,9.935629,1.789908
96.64988,924.596473,0.074224,8.05936,-7.53011
68.601983,774.04155,0.478921,1.110655,-10.544451
19.170302,516.611591,0.532525,9.749002,23.113437
64.884397,1659.565088,0.145416,7.897416,-10.160114
61.474238,893.287902,0.495699,1.586125,2.214441
23.089605,352.185602,0.592989,9.420318,9.151136
50.290675,210.92235,0.340779,1.775073,1.093426
28.246045,917.590048,0.119989,10.529365,-20.303157
86.5102,885.511306,0.303182,9.82477,-4.632608
59.379223,1752.991428,0.073534,8.749987,-3.465361
32.646484,343.39099,0.09314,6.745436,-15.614393
72.089225,264.345877,0.631112,3.298928,6.426711
92.975073,954.564919,0.203892,2.068082,0.901472
47.890114,1707.242896,0.234206,5.264507,-5.403591
62.92926,1436.792983,0.244784,8.948214,4.688766
20.961465,660.700648,0.255687,4.115345,-13.865689
30.819735,534.129814,0.155916,4.685538,10.794946
42.13582,1485.688098,0.146061,1.188762,18.224719
47.855321,1155.538613,0.078338,1.67115,-13.007829
37.769489,1224.654726,0.321924,9.89393,-4.975313
89.147673,717.274169,0.20581,10.627739,13.20653
50.481081,541.855652,0.686649,6.865309,-20.146884
99.848696,486.989883,0.028216,6.746553,-3.598481
70.142514,996.525317,0.738844,2.398816,-1.244369
28.588056,276.557914,0.484224,7.165257,-0.990697
60.35078,165.45107,0.641151,1.05485,8.031316
52.803671,1216.650209,0.167927,4.629387,-3.540528
18.462644,645.51627,0.25741,2.07468,-3.865533
10.892664,922.892464,0.139006,3.93123,1.039205
44.809516,1494.657946,0.35178,3.811261,-13.24551
93.332698,221.272704,0.579512,9.280652,0.725629
48.675125,558.467211,0.34737,5.016481,30.71101
17.256836,1362.397081,0.657164,1.668261,-2.462202
40.946626,377.075112,0.808912,5.021854,1.707112
35.890677,583.544842,0.139863,9.591109,24.6597
17.717986,988.000067,0.374602,6.462766,-9.538212
58.675021,226.475227,0.574477,2.475834,3.951124
5.066074,1268.245161,0.34929,3.49862,21.134099
18.152724,346.58763,0.294988,3.581734,4.934545
94.143958,1713.605285,0.108012,3.024611,9.025504
67.971964,284.679136,0.239793,7.202911,5.145298
55.512486,682.169106,0.116443,10.169331,18.422685
2.278398,1524.976699,0.171798,10.201053,-17.629429
59.296952,1601.803264,0.754637,6.680856,-5.267581
33.479158,780.941123,0.998082,6.451501,15.098124
47.148342,1664.431655,0.659634,9.115431,1.705853
98.025333,1452.884533,0.569309,3.749802,0.763147
23.630065,1126.540648,0.104951,1.944517,21.696664
57.249047,1134.738949,0.544018,4.938554,-9.893275
19.945423,590.847658,0.898356,3.601373,-4.020625
83.028857,1586.859156,0.196903,8.184546,8.536925
66.4205,1747.408026,0.483207,2.631442,9.396193
33.442889,253.804473,0.211461,9.26907,5.638602
38.7471,783.728752,0.431412,2.616246,34.096549
24.102835,1592.151266,0.863842,1.832256,6.80928
99.474647,710.106196,0.014243,8.059685,0.970603
46.156302,184.14741,0.413164,6.481707,-11.15253
76.657698,599.160399,0.957135,9.756873,-7.551711
60.131403,158.34743,0.427731,10.389498,-9.288441
48.412282,309.677539,0.691513,1.187734,-10.502913
72.664073,738.400557,0.350599,10.734525,-14.208735
78.490809,1264.749225,0.670272,1.409519,17.424794
85.674499,705.817447,0.505766,4.166734,6.223974
62.472594,1722.325569,0.657443,9.848673,5.300697
43.266822,920.130907,0.465543,1.845668,17.119957
3.548625,659.957209,0.023851,10.777272,-1.564724
65.937744,158.380777,0.944541,5.626711,-11.467225
27.370301,130.903494,0.266609,5.479567,1.752907
54.806297,1157.323285,0.847964,7.778799,-6.291307
78.217956,1350.862737,0.55994,10.458265,24.742101
82.894371,1398.439458,0.33654,5.552569,-0.042546
31.395264,1463.932486,0.147932,1.567301,-5.844344
64.028998,1509.309987,0.494764,9.752585,-4.846528
65.840845,461.286321,0.961264,10.155481,8.2808
15.919231,1230.239299,0.226721,1.259934,17.659986
16.794851,282.42126,0.236154,8.39515,4.187906
38.988848,1579.910737,0.183802,5.492829,-17.376211
88.391946,979.124014,0.016228,8.017148,12.667795
42.238585,1620.715176,0.664452,9.848769,16.119125
61.371789,1743.893262,0.138005,7.433591,-6.220456
64.666487,335.620683,0.603923,3.730493,-5.995126
18.741685,335.751926,0.019504,3.925704,7.512208
73.168895,1170.935496,0.565532,1.467814,5.303914
65.287663,438.34325,0.908228,1.625448,11.336941
11.573973,141.079229,0.563036,9.408895,-13.63735
74.27343,1240.436446,0.13204,4.063113,4.807546
56.617108,1141.097841,0.163727,7.883952,2.55045
32.909196,553.971172,0.888866,9.683987,-3.113795
51.161901,1527.785455,0.521291,6.888664,-12.178707
30.104215,1584.468048,0.550757,10.081407,-10.840337
14.380807,720.309435,0.618462,10.828162,-2.139795
7.650547,258.151596,0.587105,5.656986,-12.263788
57.520976,1518.232983,0.909558,1.297538,3.730288
65.470606,876.900528,0.388691,3.307452,6.020094
94.049811,474.71945,0.921101,3.913208,-12.909806
24.784153,924.890423,0.759994,8.376283,-7.824338
41.387154,1338.070419,0.737638,4.627222,7.156331
84.984501,1278.003002,0.311964,9.276117,2.588459
5.869731,354.994707,0.357461,8.398435,23.351188
69.500783,343.614392,0.305827,10.75401,-8.855011
16.082708,819.983138,0.770455,10.487372,9.934875
35.78532,1429.169082,0.653292,1.015186,5.575616
90.164628,208.504144,0.290819,5.288045,12.767166
60.077121,559.361538,0.054183,4.286393,12.335843
36.341344,1450.786719,0.536753,3.052416,-0.882691
20.54249,1190.630672,0.99066,8.908274,19.838521
52.57217,938.642561,0.459856,9.777173,4.999634
12.976844,911.258057,0.2151,8.520678,4.067676
28.060066,763.877632,0.556778,5.665537,1.901305
39.16647,779.386948,0.27662,9.365584,-5.763288
15.562958,758.786229,0.524967,6.945815,-14.725141
24.313263,494.131137,0.081919,2.776261,9.306672
62.914836,377.143505,0.038657,4.562984,3.248441
44.182262,1274.587736,0.939904,4.963126,-27.707081
56.969433,352.875899,0.422823,2.960745,20.083543
2.428471,1505.22716,0.565046,7.4576,22.16639
84.37638,164.842197,0.445855,8.813061,-6.572841
77.765446,512.290137,0.51005,1.744764,-2.333351
15.16042,853.334761,0.101214,8.434559,-16.467277
75.945065,347.634252,0.706201,5.170507,-4.083833
69.32014,242.531635,0.964951,1.313856,8.733526
12.850821,698.935892,0.165725,7.638108,-5.583971
93.700067,1504.804572,0.306515,6.616235,-5.464756
17.133352,266.581982,0.621404,2.592408,-15.322844
1.140631,1469.140725,0.467208,9.431807,12.577709
89.237178,328.211071,0.890578,8.493413,0.131383
3.579934,448.009371,0.932793,6.958897,3.306977
61.222056,1469.753301,0.365638,9.846668,-8.052965
57.615324,1445.504516,0.628324,2.893141,3.725839
21.72791,741.459553,0.46001,10.765431,5.085639
61.58573,456.362428,0.468385,6.833711,-3.07869
49.66481,954.422985,0.555405,3.016495,2.55399
93.628079,216.080184,0.140865,7.622299,-6.915949
18.482059,732.30934,0.195063,4.453502,-7.646694
45.758915,416.883244,0.171675,3.328216,-8.03258
51.135204,1666.092933,0.047307,3.426961,-8.629375
87.691115,538.007654,0.99649,4.687536,6.836956
71.636496,1709.196967,0.650329,3.103754,-5.40255
71.717217,499.53389,0.724128,7.9005,6.624668
54.651947,1123.811173,0.885576,2.80106,-6.808687
51.268536,757.374834,0.31027,2.141649,18.950541
10.548273,935.681384,0.067034,5.246716,-7.695108
7.950299,1004.110573,0.872137,6.033564,20.291092
38.256092,1081.038173,0.952727,6.583787,2.466071
9.40594,135.471478,0.824524,4.7916,14.390859
95.819608,282.994116,0.690907,6.116218,-3.922941
31.059414,134.910497,0.085063,7.153023,5.811204
46.944249,406.252377,0.347151,5.332509,-3.729601
86.646812,884.163285,0.247492,1.495111,-4.100552
44.283401,1649.712788,0.386238,1.961649,4.192856
29.596211,693.410617,0.980068,4.359674,1.403967
49.758954,1290.996944,0.932259,6.303496,-11.987367
5.280847,371.159085,0.971954,4.382074,-1.651627
84.895586,1523.960408,0.889648,4.241973,12.196174
66.331049,873.961307,0.196999,2.80311,-1.554565
76.205269,1626.08438,0.89179,8.152226,-12.921364
51.610447,162.24368,0.923941,9.29708,-2.73042
80.906671,1703.670735,0.857673,2.557546,2.106374
44.930769,983.677731,0.804127,7.672771,9.931178
46.722089,744.27865,0.472089,3.187405,-21.775675
26.57948,1603.472273,0.193553,9.30663,10.814454
73.52785,1142.284823,0.239124,1.721321,11.30868
69.845293,291.988818,0.745588,6.058476,-12.526312
32.136616,185.576866,0.029431,1.952425,-4.876949
88.65523,318.813559,0.054774,9.439129,6.876876
45.733937,1518.572447,0.880199,7.2095,-7.461233
91.102347,922.787548,0.988205,6.409695,-6.911003
38.84444,377.488895,0.722407,4.062576,-10.380785
34.086763,532.326426,0.664844,10.055304,8.936496
93.182556,422.248711,0.375762,10.896069,-14.505007
54.292206,629.596342,0.836243,8.220154,-10.640285
17.248459,1267.976323,0.170484,5.807021,-6.206809
85.205833,1374.532171,0.402212,1.718588,-1.251266
0.741361,1255.62886,0.964281,10.081544,-25.335344
89.388012,285.505065,0.999613,5.539259,-4.525815
66.084955,1061.059766,0.60366,8.732578,-15.212147
4.196827,1228.933748,0.474087,10.418851,1.731276
48.342929,1354.818873,0.571544,4.348783,4.303423
48.782005,1227.314705,0.571284,5.006748,-1.304397
36.894163,1599.627587,0.159927,5.808099,-1.204916
10.158844,1465.668549,0.061278,6.458131,5.839182
51.720927,1208.677804,0.780718,2.464768,8.782652
80.052973,624.887375,0.205644,8.440983,18.937254
73.288157,657.666911,0.421937,3.410034,0.397051
99.809567,1502.091862,0.954393,2.185338,-16.715641
6.461417,1229.926418,0.85606,4.508671,-10.684929
41.317284,612.978225,0.088051,1.109067,-7.860556
54.598643,321.748011,0.745077,4.267149,-2.874931
12.634276,509.314045,0.994157,10.736352,-9.494429
6.649811,179.10609,0.342371,9.381137,0.317511
30.358245,744.565731,0.093585,7.391542,3.46967
71.216016,298.41539,0.803473,8.051311,3.161255
1.387537,315.339575,0.513851,6.891978,-6.613068
44.637048,1681.325442,0.574275,7.394358,1.886966
79.329662,233.027165,0.671589,9.704661,-18.166867
32.127741,1184.803106,0.933335,7.629518,0.271967
11.444326,1429.831177,0.408153,5.283728,4.277006
85.218734,1072.453736,0.734383,9.033342,-15.312614
4.505336,1594.075454,0.867428,4.895374,-5.773787
35.48528,1098.1847,0.504227,9.350314,2.364989
22.159991,1418.173257,0.30059,1.227177,4.253508
45.454956,958.784965,0.032809,7.66647,-13.381994
12.694742,343.857259,0.989859,4.252379,-1.542234
34.96312,847.658892,0.263918,10.32246,-1.069235
58.954647,1671.700059,0.491003,2.879865,-19.404658
68.466247,1556.551875,0.895872,2.350245,1.181359
27.624658,1126.23567,0.913803,1.016997,23.330052
85.077837,1107.392027,0.521838,3.905476,9.147421
57.941492,1406.549016,0.747493,8.865631,-2.318981
4.177678,1253.431549,0.221132,1.997215,14.156999
