@relation trump_approval

@attribute ordinal_date numeric
@attribute five_thirty_eight numeric
@attribute gallup numeric
@attribute ipsos numeric
@attribute morning_consult numeric
@attribute rasmussen numeric
@attribute you_gov numeric

@data
736807,40.16019,38.843213,39.070679,39.318749,42.104692,38.636914
736808,40.34375,38.843213,39.295679,39.318749,42.104692,38.636914
736809,40.51619,38.843213,39.295679,40.318749,42.104692,38.636914
736810,40.59169,38.843213,39.295679,40.318749,41.104692,38.636914
736811,40.59867,38.843213,39.070679,40.318749,41.104692,38.636914
736812,40.37253,38.843213,39.070679,40.318749,41.104692,38.636914
736813,40.37253,38.843213,39.070679,40.318749,41.104692,38.636914
736814,40.64146,42.843213,39.070679,40.318749,41.104692,38.636914
736815,41.21312,42.843213,41.945679,40.318749,42.104692,38.636914
736816,41.15172,42.843213,41.945679,40.318749,43.104692,40.636914
736817,41.31839,42.843213,41.945679,40.318749,44.104692,40.636914
736818,41.41713,42.843213,41.945679,40.318749,45.104692,40.636914
736819,42.0897,42.843213,48.504012,40.318749,45.104692,40.636914
736820,42.0897,42.843213,48.504012,40.318749,45.104692,40.636914
736821,42.01726,42.843213,48.504012,40.318749,43.104692,40.636914
736822,41.90759,42.843213,48.504012,40.318749,41.104692,40.636914
736823,41.8737,42.843213,48.504012,40.318749,41.104692,42.636914
736824,41.96571,42.843213,45.745679,40.318749,42.104692,42.636914
736825,42.02566,42.843213,45.745679,40.318749,43.104692,42.636914
736826,42.12308,42.843213,44.204012,40.318749,43.104692,42.636914
736827,42.12308,42.843213,44.204012,40.318749,43.104692,42.636914
736828,42.09991,43.843213,44.204012,40.318749,41.104692,40.460443
736829,42.32984,43.843213,44.170679,40.318749,41.104692,40.460443
736830,42.14801,43.843213,44.170679,40.318749,42.104692,39.636914
736831,42.26259,43.843213,44.170679,40.318749,43.104692,39.636914
736832,42.38191,43.843213,44.937346,40.318749,44.104692,39.636914
736833,42.38191,43.843213,44.937346,40.318749,44.104692,39.636914
736834,42.38191,43.843213,44.937346,40.318749,44.104692,39.636914
736835,42.01738,42.843213,44.937346,40.318749,41.104692,41.636914
736836,42.2518,42.843213,44.070679,40.318749,44.104692,41.636914
736837,42.15873,42.843213,44.070679,41.818749,42.104692,38.636914
736838,42.22643,42.843213,44.070679,41.818749,43.104692,38.636914
736839,42.25806,42.843213,44.070679,41.818749,43.104692,41.636914
736840,42.70038,42.843213,46.170679,41.818749,43.104692,41.636914
736841,42.70038,42.843213,46.170679,41.818749,43.104692,41.636914
736842,42.58736,40.843213,46.170679,41.818749,43.104692,41.636914
736843,42.40171,40.843213,46.170679,41.818749,42.104692,40.303581
736844,42.29955,40.843213,46.170679,41.818749,41.104692,39.636914
736845,41.64616,40.843213,41.945679,41.818749,41.104692,39.636914
736846,41.61631,40.843213,41.945679,41.818749,42.104692,39.636914
736847,41.60918,40.843213,40.170679,41.818749,42.104692,39.636914
736848,41.60918,40.843213,40.170679,41.818749,42.104692,39.636914
736849,41.60794,41.843213,40.170679,41.818749,42.104692,41.636914
736850,41.41488,41.843213,40.795679,42.318749,42.104692,41.636914
736851,41.31416,41.843213,40.795679,42.318749,42.604692,39.636914
736852,41.86653,41.843213,40.795679,42.318749,43.104692,41.636914
736853,41.77634,41.843213,40.795679,42.318749,41.104692,40.636914
736854,41.62884,41.843213,38.870679,42.318749,41.104692,40.636914
736855,41.62884,41.843213,38.870679,42.318749,41.104692,40.636914
736856,41.50231,42.843213,38.870679,43.318749,41.104692,40.970247
736857,41.56427,42.843213,40.520679,43.318749,43.104692,40.970247
736858,41.43065,42.843213,40.520679,43.318749,43.104692,42.636914
736859,41.79745,42.843213,40.520679,43.318749,43.104692,44.636914
736860,42.0946,42.843213,42.770679,42.318749,41.104692,43.970247
736861,42.0946,42.843213,42.770679,42.318749,41.104692,43.970247
736862,42.0946,42.843213,42.770679,42.318749,41.104692,43.970247
736863,42.23578,45.843213,42.770679,42.318749,42.104692,41.970247
736864,42.30142,45.843213,43.795679,42.318749,42.104692,41.970247
736865,42.51168,45.843213,43.795679,42.318749,42.104692,41.636914
736866,42.56531,45.843213,43.795679,42.318749,40.104692,41.636914
736867,42.37092,45.843213,42.104012,42.318749,40.104692,41.636914
736868,42.37092,45.843213,42.104012,42.318749,40.104692,41.636914
736869,42.49755,45.843213,42.104012,42.318749,40.104692,44.136914
736870,42.29508,41.843213,42.104012,42.318749,40.104692,41.303581
736871,42.19255,41.843213,41.470679,42.318749,40.104692,41.303581
736872,41.87872,41.843213,41.470679,42.318749,39.104692,38.303581
736873,41.89148,41.843213,41.470679,42.318749,40.104692,38.303581
736874,41.75614,41.843213,41.470679,42.318749,41.104692,38.303581
736875,41.75614,41.843213,41.470679,42.318749,41.104692,38.303581
736876,41.79801,41.843213,41.470679,42.318749,41.104692,41.886914
736877,42.00296,42.843213,41.470679,42.318749,42.104692,41.886914
736878,41.83677,42.843213,40.845679,41.318749,42.104692,41.636914
736879,41.83677,42.843213,40.845679,41.318749,42.104692,41.636914
736880,41.8582,42.843213,40.845679,41.318749,42.104692,41.636914
736881,42.24339,42.843213,42.837346,41.318749,41.104692,41.636914
736882,42.24339,42.843213,42.837346,41.318749,41.104692,41.636914
736883,42.20303,42.843213,42.837346,41.318749,41.104692,40.636914
736884,42.13817,41.843213,42.837346,41.318749,41.104692,41.636914
736885,41.86861,41.843213,40.745679,41.318749,41.104692,41.636914
736886,41.96289,41.843213,40.745679,44.318749,41.104692,39.636914
736887,42.28969,41.843213,40.745679,44.318749,40.104692,39.636914
736888,42.06443,41.843213,38.870679,44.318749,40.104692,39.636914
736889,42.03181,41.843213,38.870679,44.318749,40.104692,40.970247
736890,42.03181,41.843213,38.870679,44.318749,40.104692,40.970247
736891,42.12241,43.843213,38.870679,44.318749,39.104692,41.636914
736892,42.0509,43.843213,39.820679,44.318749,40.104692,43.636914
736893,41.76017,43.843213,39.820679,44.318749,38.104692,39.636914
736894,41.78589,43.843213,39.820679,44.318749,39.104692,42.636914
736895,41.78527,43.843213,41.237346,44.318749,38.104692,42.636914
736896,41.71679,43.843213,41.237346,44.318749,38.104692,40.303581
736897,41.9939,43.843213,41.237346,44.318749,38.104692,40.303581
736898,41.7831,42.843213,41.237346,44.318749,40.104692,41.303581
736899,41.37473,42.843213,41.595679,44.318749,40.104692,41.303581
736900,41.33853,42.843213,41.595679,44.318749,40.104692,41.636914
736901,41.2835,42.843213,41.595679,44.318749,40.104692,40.136914
736902,41.47915,42.843213,42.537346,44.318749,40.104692,44.636914
736903,41.47915,42.843213,42.537346,44.318749,40.104692,44.636914
736904,41.20658,42.843213,42.537346,40.818749,40.104692,40.136914
736905,41.30453,40.843213,42.537346,40.818749,40.604692,42.136914
736906,41.41338,40.843213,42.795679,40.818749,42.104692,42.136914
736907,41.299,40.843213,42.795679,40.818749,42.104692,39.636914
736908,41.43415,40.843213,42.795679,40.818749,44.104692,39.636914
736909,41.43453,40.843213,40.737346,40.818749,42.104692,40.136914
736910,41.43453,40.843213,40.737346,40.818749,42.104692,40.136914
736911,41.43453,40.843213,40.737346,40.818749,42.104692,40.136914
736912,41.46711,41.843213,40.737346,40.818749,41.104692,40.636914
736913,41.45063,41.843213,42.320679,40.818749,41.104692,39.136914
736914,41.71214,41.843213,42.320679,41.318749,41.104692,40.636914
736915,41.91957,41.843213,42.320679,41.318749,41.104692,40.636914
736916,41.9125,41.843213,43.204012,41.318749,40.104692,41.303581
736917,41.9125,41.843213,43.204012,41.318749,40.104692,41.303581
736918,41.9125,41.843213,43.204012,41.318749,40.104692,41.303581
736919,41.81873,39.843213,43.204012,41.318749,42.104692,40.636914
736920,42.20527,39.843213,43.204012,41.318749,44.104692,40.636914
736921,42.05485,39.843213,43.204012,41.318749,43.104692,42.636914
736922,42.11238,39.843213,43.204012,41.318749,43.104692,42.136914
736923,41.97367,39.843213,43.204012,41.318749,42.104692,37.636914
736924,41.97367,39.843213,43.204012,41.318749,42.104692,37.636914
736925,41.97367,39.843213,43.204012,41.318749,42.104692,37.636914
736926,42.2604,42.843213,43.204012,41.318749,42.104692,41.386914
736927,41.77507,42.843213,43.204012,41.318749,40.104692,41.386914
736928,42.12536,42.843213,42.645679,40.318749,40.104692,41.636914
736929,42.08969,42.843213,42.645679,40.318749,40.104692,45.636914
736930,41.46597,42.843213,42.645679,39.318749,40.104692,40.303581
736931,41.46597,42.843213,42.645679,39.318749,40.104692,40.303581
736932,41.88652,42.843213,42.645679,39.318749,40.104692,40.303581
736933,41.86845,41.843213,42.645679,39.318749,40.104692,41.636914
736934,41.37738,41.843213,39.89925,39.318749,40.104692,42.636914
736935,41.44618,41.843213,39.89925,39.318749,41.104692,41.636914
736936,41.50489,41.843213,39.89925,39.318749,42.104692,41.636914
736937,40.25376,41.843213,39.89925,39.318749,42.104692,40.636914
736938,40.25376,41.843213,39.89925,39.318749,42.104692,40.636914
736939,40.25376,41.843213,39.89925,39.318749,42.104692,40.636914
736940,40.05969,41.843213,39.89925,39.318749,41.104692,40.136914
736941,40.05544,41.843213,39.742108,44.318749,41.104692,40.136914
736942,39.89795,41.843213,39.742108,44.318749,38.604692,38.636914
736943,40.18283,41.843213,39.742108,44.318749,40.104692,41.636914
736944,40.32932,41.843213,39.742108,44.318749,42.104692,41.636914
736945,40.57383,41.843213,39.742108,44.318749,42.104692,41.636914
736946,40.57383,41.843213,39.742108,44.318749,42.104692,41.636914
736947,39.95338,40.843213,39.742108,44.318749,42.104692,38.970247
736948,39.99632,40.843213,40.384965,44.318749,41.104692,38.970247
736949,39.87929,40.843213,40.384965,39.318749,39.104692,42.636914
736950,39.86902,40.843213,40.384965,39.318749,40.104692,38.636914
736951,39.9229,40.843213,40.384965,39.318749,41.104692,38.636914
736952,40.15711,40.843213,40.384965,39.318749,41.104692,38.636914
736953,40.15711,40.843213,40.384965,39.318749,41.104692,38.636914
736954,40.14128,38.843213,40.384965,39.318749,43.104692,39.886914
736955,40.37808,38.843213,41.39925,39.318749,42.104692,39.886914
736956,40.34524,38.843213,41.39925,40.318749,41.104692,41.636914
736957,40.45973,38.843213,41.39925,40.318749,42.104692,41.636914
736958,40.48059,38.843213,41.39925,40.318749,43.104692,41.636914
736959,40.61161,38.843213,41.39925,40.318749,43.104692,41.886914
736960,41.2412,38.843213,41.39925,40.318749,43.104692,41.886914
736961,41.29663,40.843213,41.39925,40.318749,43.104692,41.886914
736962,41.39958,40.843213,42.956393,41.318749,41.104692,39.303581
736963,41.37306,40.843213,42.956393,41.318749,41.104692,41.136914
736964,41.3852,40.843213,42.956393,41.318749,41.104692,41.136914
736965,41.47449,40.843213,42.956393,41.318749,41.104692,44.636914
736966,41.51086,40.843213,42.956393,41.318749,41.104692,41.136914
736967,41.51086,40.843213,42.956393,41.318749,41.104692,41.136914
736968,41.77248,42.843213,42.956393,41.318749,42.104692,40.303581
736969,41.82192,42.843213,41.756393,41.318749,42.104692,40.303581
736970,41.87678,42.843213,41.756393,41.318749,43.104692,37.636914
736971,42.12016,42.843213,41.756393,41.318749,44.104692,42.636914
736972,42.17231,42.843213,41.756393,41.318749,45.104692,40.636914
736973,42.37732,42.843213,41.756393,41.318749,45.104692,40.636914
736974,42.32673,42.843213,41.756393,41.318749,45.104692,41.136914
736975,42.4774,43.843213,41.756393,41.318749,45.104692,42.636914
736976,42.03722,43.843213,38.99925,41.318749,45.104692,38.636914
736977,41.70533,43.843213,38.99925,40.318749,43.104692,40.636914
736978,41.82181,43.843213,38.99925,40.318749,43.104692,41.636914
736979,41.77359,43.843213,38.99925,40.318749,43.104692,41.636914
736980,41.79047,43.843213,38.99925,40.318749,43.104692,41.636914
736981,41.77902,43.843213,38.99925,40.318749,43.104692,41.636914
736982,42.02434,44.843213,38.99925,40.318749,45.104692,41.636914
736983,41.9318,44.843213,39.070679,40.318749,45.104692,40.636914
736984,42.62228,44.843213,42.470679,41.318749,43.104692,41.636914
736985,42.59281,44.843213,42.470679,41.318749,41.104692,43.636914
736986,42.21207,44.843213,42.470679,41.318749,41.104692,39.636914
736987,42.26097,44.843213,42.470679,41.318749,41.104692,40.636914
736988,42.6729,44.843213,42.470679,41.318749,41.104692,42.636914
736989,43.10784,44.843213,42.470679,41.318749,41.104692,41.636914
736990,43.0744,44.843213,42.670679,41.318749,42.104692,41.636914
736991,42.80265,44.843213,41.954012,43.318749,40.104692,42.136914
736992,42.76526,44.843213,36.570679,43.318749,41.104692,41.636914
736993,42.39629,44.843213,36.570679,43.318749,42.104692,41.636914
736994,42.44626,44.843213,36.570679,43.318749,42.104692,41.636914
736995,42.44081,44.843213,36.570679,43.318749,42.104692,41.636914
736996,42.3738,40.843213,36.570679,43.318749,44.104692,40.636914
736997,42.2276,40.843213,42.370679,43.318749,42.104692,39.636914
736998,42.00508,40.843213,42.370679,41.318749,43.104692,42.303581
736999,41.9981,40.843213,42.370679,41.318749,43.104692,42.303581
737000,42.10896,40.843213,42.370679,41.318749,45.104692,41.636914
737001,42.12493,40.843213,42.370679,41.318749,45.104692,41.636914
737002,42.22689,40.843213,42.370679,41.318749,45.104692,41.636914
737003,41.86553,40.843213,42.370679,43.318749,44.104692,42.636914
737004,41.81629,40.843213,41.470679,43.318749,42.104692,42.636914
737005,41.9674,40.843213,42.937346,43.318749,42.104692,40.636914
737006,42.04834,40.843213,42.937346,44.318749,42.104692,40.636914
737007,42.16344,40.843213,42.937346,44.318749,42.104692,42.970247
737008,42.16344,40.843213,42.937346,44.318749,42.104692,42.970247
737009,42.16344,40.843213,42.937346,44.318749,42.104692,42.970247
737010,41.8031,38.843213,42.937346,43.318749,40.104692,42.970247
737011,41.75856,38.843213,42.784965,43.318749,40.104692,42.970247
737012,42.01041,38.843213,42.784965,43.318749,40.104692,42.970247
737013,42.42001,38.843213,42.784965,43.318749,42.104692,42.036914
737014,42.45884,38.843213,42.784965,43.318749,43.104692,41.636914
737015,42.45884,38.843213,42.784965,43.318749,43.104692,41.636914
737016,42.48425,38.843213,42.784965,43.318749,43.104692,41.636914
737017,42.76637,43.843213,42.784965,43.318749,44.104692,41.636914
737018,42.40171,43.843213,43.784965,43.318749,44.104692,41.636914
737019,42.87212,43.843213,43.784965,43.318749,45.104692,40.636914
737020,42.88264,43.843213,43.784965,43.318749,45.104692,40.636914
737021,42.88264,43.843213,43.784965,43.318749,45.104692,40.636914
737022,42.88264,43.843213,43.784965,43.318749,45.104692,40.636914
737023,42.90714,43.843213,43.784965,43.318749,45.104692,40.636914
737024,42.53527,38.843213,43.784965,43.318749,45.104692,40.636914
737025,42.75089,38.843213,44.742108,43.318749,43.104692,40.636914
737026,42.50261,38.843213,44.742108,45.318749,42.104692,40.757604
737027,42.44991,38.843213,44.742108,45.318749,41.104692,40.757604
737028,42.56513,38.843213,44.742108,45.318749,41.104692,41.886914
737029,42.44656,38.843213,44.742108,45.318749,41.104692,41.886914
737030,42.54106,38.843213,44.742108,45.318749,41.104692,41.886914
737031,42.37833,40.843213,44.742108,45.318749,42.104692,41.136914
737032,42.21019,40.843213,43.19925,45.318749,42.104692,42.636914
737033,42.34926,40.843213,43.19925,45.318749,44.104692,43.636914
737034,42.04987,40.843213,43.19925,41.318749,43.104692,41.970247
737035,42.22135,40.843213,43.19925,41.318749,44.104692,41.970247
737036,42.20935,40.843213,43.19925,41.318749,44.104692,41.636914
737037,42.36049,40.843213,43.19925,41.318749,44.104692,43.636914
737038,42.24026,40.843213,43.19925,41.318749,42.104692,42.136914
737039,41.92131,40.843213,42.313536,41.596527,43.104692,42.136914
737040,42.49492,40.843213,42.313536,41.318749,42.104692,42.636914
737041,42.47837,40.843213,42.313536,40.318749,43.104692,42.636914
737042,42.50179,40.843213,42.313536,40.318749,42.104692,41.636914
737043,42.50179,40.843213,42.313536,40.318749,42.104692,41.636914
737044,42.52533,40.843213,42.313536,40.318749,42.104692,41.636914
737045,42.23711,38.843213,42.313536,40.318749,41.104692,42.303581
737046,42.45143,38.843213,44.884965,40.318749,40.104692,42.303581
737047,42.08572,38.843213,44.884965,39.318749,41.104692,41.886914
737048,42.11382,38.843213,44.884965,39.318749,42.104692,42.636914
737049,42.20303,38.843213,44.884965,39.318749,43.104692,42.636914
737050,42.16323,38.843213,44.884965,39.318749,43.104692,40.636914
737051,42.16323,38.843213,44.884965,39.318749,43.104692,40.636914
737052,41.88853,38.843213,44.884965,39.318749,40.104692,39.136914
737053,41.89831,39.843213,43.770679,39.318749,40.104692,39.136914
737054,41.41161,39.843213,42.887346,37.318749,40.104692,39.136914
737055,41.49231,39.843213,42.887346,37.318749,41.104692,43.636914
737056,41.47333,39.843213,42.887346,37.318749,41.104692,43.636914
737057,41.41588,39.843213,42.887346,37.318749,41.104692,40.136914
737058,41.42773,39.843213,42.887346,37.318749,41.104692,41.386914
737059,41.45969,39.843213,42.887346,37.318749,41.104692,42.636914
737060,41.44894,39.843213,42.070679,37.318749,41.104692,42.136914
737061,41.37045,39.843213,41.130679,39.318749,41.104692,42.636914
737062,41.41052,39.843213,41.570679,39.318749,41.104692,41.636914
737063,41.39361,39.843213,41.570679,39.318749,40.104692,41.636914
737064,41.39238,39.843213,41.570679,39.318749,40.104692,41.636914
737065,41.39238,39.843213,41.570679,39.318749,40.104692,41.636914
737066,41.25354,39.843213,40.670679,39.318749,40.104692,40.636914
737067,41.07297,39.843213,39.920679,40.180818,40.104692,40.636914
737068,41.0979,39.843213,39.920679,41.131249,41.104692,40.636914
737069,40.99633,39.843213,39.920679,41.131249,39.104692,40.636914
737070,40.98552,39.843213,39.920679,41.131249,39.104692,42.136914
737071,40.99324,39.843213,39.920679,41.131249,39.104692,40.636914
737072,40.50577,39.843213,39.920679,41.131249,39.104692,37.636914
737073,40.72627,39.843213,39.920679,41.131249,37.104692,37.636914
737074,40.8077,37.843213,41.79925,42.318749,37.104692,42.636914
737075,40.18261,37.843213,41.79925,39.818749,37.104692,39.303581
737076,39.93794,37.843213,41.79925,37.318749,38.104692,39.636914
737077,40.00951,37.843213,41.79925,37.318749,38.104692,38.636914
737078,40.00951,37.843213,41.79925,37.318749,38.104692,38.636914
737079,40.04978,37.843213,41.79925,37.318749,38.104692,39.636914
737080,39.97243,37.843213,41.79925,37.318749,38.104692,38.636914
737081,40.16071,37.843213,41.356393,37.318749,38.104692,40.636914
737082,39.52579,37.843213,41.356393,39.318749,38.104692,40.136914
737083,39.53005,37.843213,41.356393,39.318749,38.104692,41.636914
737084,39.2754,37.843213,41.356393,39.318749,39.104692,39.636914
737085,39.2754,37.843213,41.356393,39.318749,39.104692,39.636914
737086,39.42558,37.843213,41.356393,35.318749,39.104692,40.136914
737087,39.76567,37.843213,41.356393,35.318749,39.104692,42.636914
737088,39.78958,37.843213,39.956393,38.318749,39.104692,41.636914
737089,39.51259,37.843213,39.956393,38.318749,37.104692,38.636914
737090,39.50443,37.843213,39.956393,38.318749,37.104692,38.636914
737091,39.50685,37.843213,39.956393,38.318749,37.104692,41.636914
737092,39.5565,37.843213,39.956393,38.318749,37.104692,41.636914
737093,39.53487,37.843213,39.956393,38.318749,37.104692,39.636914
737094,39.78125,37.843213,39.956393,39.318749,39.104692,37.636914
737095,39.93347,37.843213,39.770679,39.318749,42.104692,40.636914
737096,39.96864,37.843213,39.770679,39.318749,42.104692,40.636914
737097,40.06154,37.843213,39.770679,39.318749,43.104692,41.636914
737098,40.2227,37.843213,39.770679,39.318749,44.104692,40.636914
737099,40.2227,37.843213,39.770679,39.318749,44.104692,40.636914
737100,40.22179,37.843213,39.770679,39.318749,44.104692,41.136914
737101,40.36388,37.843213,39.770679,39.318749,46.104692,40.636914
737102,40.46846,37.843213,38.670679,40.318749,44.104692,40.636914
737103,41.47137,44.843213,38.270679,40.318749,44.104692,41.970247
737104,41.50784,44.843213,38.270679,40.318749,44.104692,42.636914
737105,41.65232,44.843213,38.270679,40.318749,44.104692,43.636914
737106,41.77002,44.843213,38.270679,40.318749,44.104692,43.636914
737107,41.84582,44.843213,38.270679,40.318749,44.104692,44.636914
737108,41.84088,44.843213,38.270679,40.318749,44.104692,41.636914
737109,41.94509,44.843213,41.327822,39.318749,43.104692,42.636914
737110,42.02028,44.843213,41.327822,39.318749,43.104692,44.636914
737111,42.45333,44.843213,41.327822,39.318749,43.104692,42.636914
737112,42.69892,44.843213,41.327822,40.818749,43.104692,41.136914
737113,42.69892,44.843213,41.327822,40.818749,43.104692,41.136914
737114,42.70221,44.843213,41.327822,40.818749,43.104692,42.636914
737115,42.62473,44.843213,41.327822,40.818749,43.104692,42.636914
737116,42.25564,44.843213,41.242108,39.318749,43.104692,42.636914
737117,42.235,44.843213,41.242108,39.318749,43.104692,42.136914
737118,42.27412,44.843213,41.242108,39.318749,43.104692,41.136914
737119,41.95808,44.843213,41.242108,39.318749,43.104692,41.136914
737120,41.96023,44.843213,41.242108,39.318749,43.104692,42.636914
737121,42.26125,44.843213,41.242108,39.318749,43.104692,41.136914
737122,42.13333,44.843213,41.242108,39.318749,41.104692,41.136914
737123,41.49785,43.843213,40.642108,39.818749,42.104692,42.636914
737124,41.81863,43.843213,40.642108,39.818749,42.104692,42.303581
737125,41.93483,43.843213,40.642108,39.818749,44.104692,42.303581
737126,41.76988,43.843213,40.642108,39.318749,44.104692,41.636914
737127,41.76654,43.843213,40.642108,39.318749,44.104692,41.636914
737128,41.76654,43.843213,40.642108,39.318749,44.104692,41.636914
737129,41.73955,43.843213,40.642108,39.318749,43.104692,41.636914
737130,41.73809,43.843213,41.256393,39.318749,41.104692,41.636914
737131,41.71772,43.843213,41.256393,39.318749,41.104692,42.636914
737132,41.64219,39.843213,41.256393,39.318749,43.104692,42.636914
737133,41.41354,39.843213,41.256393,40.318749,42.104692,38.636914
737134,41.46376,39.843213,41.256393,40.318749,42.104692,43.636914
737135,41.43812,39.843213,41.256393,40.318749,42.104692,40.636914
737136,41.58909,39.843213,41.256393,40.318749,41.104692,40.636914
737137,41.53641,39.843213,41.49925,38.985416,41.104692,41.636914
737138,41.41262,39.843213,41.49925,39.318749,42.104692,41.136914
737139,41.64378,39.843213,41.49925,39.318749,43.104692,43.636914
737140,41.88325,39.843213,41.49925,39.318749,39.104692,41.136914
737141,41.88325,39.843213,41.49925,39.318749,39.104692,41.136914
737142,42.14977,39.843213,41.49925,39.318749,39.104692,41.636914
737143,42.33524,39.843213,41.49925,39.318749,39.104692,41.636914
737144,41.90366,39.843213,40.370679,39.318749,41.104692,40.636914
737145,41.88999,39.843213,40.370679,39.318749,43.104692,42.636914
737146,41.88137,39.843213,40.370679,39.318749,44.104692,39.636914
737147,41.94569,39.843213,40.370679,39.318749,43.104692,39.636914
737148,41.94569,39.843213,40.370679,39.318749,43.104692,39.636914
737149,42.13171,39.843213,40.370679,39.318749,43.104692,44.136914
737150,42.13772,39.843213,40.370679,39.318749,45.104692,44.136914
737151,41.92193,39.843213,42.920679,39.318749,42.104692,42.636914
737152,42.15228,39.843213,42.920679,39.318749,44.104692,43.636914
737153,42.1402,39.843213,42.920679,39.318749,43.104692,43.636914
737154,42.23625,39.843213,42.920679,39.318749,45.104692,42.136914
737155,42.17388,39.843213,42.920679,39.318749,45.104692,40.636914
737156,42.13869,39.843213,42.920679,39.318749,45.104692,40.636914
737157,42.31174,39.843213,42.920679,39.318749,45.104692,40.636914
737158,41.98899,39.843213,41.795679,39.118749,47.104692,43.636914
737159,41.85086,39.843213,41.795679,39.118749,45.104692,40.970247
737160,41.87629,39.843213,41.795679,39.118749,44.104692,40.970247
737161,42.12738,45.843213,41.795679,39.118749,43.104692,40.136914
737162,42.12738,45.843213,41.795679,39.118749,43.104692,40.136914
737163,42.18553,45.843213,41.795679,39.118749,43.104692,42.636914
737164,41.94808,45.843213,41.795679,39.318749,44.104692,41.636914
737165,42.11832,45.843213,39.270679,41.318749,46.104692,43.636914
737166,41.95601,45.843213,40.570679,41.318749,46.104692,41.636914
737167,41.95035,45.843213,40.570679,41.318749,44.104692,42.136914
737168,41.58872,45.843213,37.570679,41.318749,43.104692,40.636914
737169,41.59775,45.843213,37.570679,41.318749,43.104692,41.636914
737170,41.59775,45.843213,37.570679,41.318749,43.104692,41.636914
737171,41.28224,45.843213,37.570679,41.318749,41.104692,44.136914
737172,41.30463,45.843213,37.570679,38.652082,43.104692,44.136914
737173,41.3476,45.843213,40.570679,40.318749,43.104692,41.636914
737174,41.37328,45.843213,40.570679,39.318749,44.104692,41.636914
737175,41.14526,45.843213,40.570679,39.318749,43.104692,41.636914
737176,41.1721,45.843213,40.570679,39.318749,43.104692,42.636914
737177,41.1721,45.843213,40.570679,39.318749,43.104692,42.636914
737178,41.2266,45.843213,40.570679,39.318749,42.104692,43.136914
737179,41.06827,45.843213,40.570679,38.318749,43.104692,43.136914
737180,41.53664,45.843213,39.570679,38.318749,44.104692,42.636914
737181,41.77761,45.843213,39.570679,38.318749,45.104692,40.636914
737182,42.32113,46.843213,39.570679,38.318749,44.104692,41.636914
737183,42.32113,46.843213,39.570679,38.318749,44.104692,41.636914
737184,42.66097,46.843213,39.570679,38.318749,44.104692,41.636914
737185,42.73124,46.843213,39.570679,38.318749,44.104692,42.636914
737186,42.88278,46.843213,39.570679,38.318749,43.104692,41.636914
737187,42.44097,46.843213,39.570679,41.318749,43.104692,42.636914
737188,42.42705,46.843213,39.570679,41.318749,43.104692,40.636914
737189,42.41541,46.843213,39.570679,41.318749,43.104692,40.636914
737190,42.41223,46.843213,39.570679,41.318749,43.104692,42.136914
737191,42.41223,46.843213,39.570679,41.318749,43.104692,42.136914
737192,42.39473,46.843213,39.570679,41.318749,44.104692,42.636914
737193,42.27468,46.843213,39.570679,37.985416,43.104692,41.636914
737194,42.16721,46.843213,39.570679,37.985416,42.104692,42.636914
737195,42.03411,46.843213,39.570679,37.985416,39.104692,42.636914
737196,41.97104,42.843213,39.570679,37.985416,39.104692,41.136914
737197,41.93738,42.843213,39.570679,37.985416,39.104692,40.636914
737198,41.93738,42.843213,39.570679,37.985416,39.104692,40.636914
737199,41.81188,42.843213,39.570679,37.985416,38.104692,40.636914
737200,41.18523,42.843213,39.570679,36.318749,40.104692,40.636914
737201,41.14558,42.843213,41.570679,39.652082,40.104692,41.636914
737202,41.22968,42.843213,41.570679,39.652082,41.104692,41.436914
737203,41.22525,42.843213,41.570679,39.652082,40.104692,42.636914
737204,41.22525,42.843213,41.570679,39.652082,40.104692,42.636914
737205,41.22525,42.843213,41.570679,39.652082,40.104692,42.636914
737206,41.1946,42.843213,41.570679,39.652082,40.104692,42.636914
737207,41.11877,42.843213,41.570679,38.318749,40.104692,42.636914
737208,41.17459,42.843213,41.570679,38.318749,41.104692,42.636914
737209,41.2495,42.843213,41.570679,38.318749,42.104692,42.636914
737210,41.16404,42.843213,41.570679,38.318749,42.104692,42.636914
737211,41.16404,42.843213,41.570679,38.318749,42.104692,42.636914
737212,41.53774,42.843213,41.570679,38.318749,42.104692,42.636914
737213,41.59306,42.843213,41.570679,40.318749,41.104692,42.470247
737214,41.54452,42.843213,41.570679,39.318749,43.104692,42.470247
737215,41.59452,40.843213,41.570679,41.318749,43.104692,42.636914
737216,41.47568,40.843213,39.570679,41.318749,44.104692,42.636914
737217,41.58097,40.843213,39.570679,41.318749,42.104692,42.636914
737218,41.59399,40.843213,39.570679,41.318749,42.104692,42.636914
737219,41.59399,40.843213,39.570679,41.318749,42.104692,42.636914
737220,42.05388,40.843213,39.570679,41.318749,44.104692,43.636914
737221,41.9846,40.843213,39.570679,38.652082,43.104692,44.136914
737222,42.08207,40.843213,40.570679,37.318749,45.104692,43.303581
737223,42.27949,40.843213,40.570679,37.318749,44.104692,45.636914
737224,42.38241,40.843213,40.570679,37.318749,45.104692,43.636914
737225,42.38241,40.843213,40.570679,37.318749,45.104692,43.636914
737226,42.63055,40.843213,40.570679,37.318749,45.104692,43.636914
737227,42.46795,40.843213,40.570679,37.318749,42.104692,42.636914
